timestamp,latency_ms
1747578156095,246
1747578156197,450
1747578156249,399
1747578156350,297
1747578156451,196
1747578156503,144
1747578156553,95
1747578156707,480
1747578156860,326
1747578156914,273
1747578156966,220
1747578157169,570
1747578157473,266
1747578157525,214
1747578157576,163
1747578157627,112
1747578157677,613
1747578157831,459
1747578157881,409
1747578157983,307
1747578158186,657
1747578158237,605
1747578158390,451
1747578158442,400
1747578158493,352
1747578158545,298
1747578158647,194
1747578158799,616
1747578158950,465
1747578159257,450
1747578159359,348
1747578159614,94
1747578159664,43
1747578159870,420
1747578159972,318
1747578160126,164
1747578160177,112
1747578160482,371
1747578160533,321
1747578160584,270
1747578160685,168
1747578160787,626
1747578160942,470
1747578160994,419
1747578161146,267
1747578161402,566
1747578161655,314
1747578161808,473
1747578161859,421
1747578161960,320
1747578162012,268
1747578162062,218
1747578162113,167
1747578162214,67
1747578162266,606
1747578162368,504
1747578162419,453
1747578162469,404
1747578162521,351
1747578162572,300
1747578163081,379
1747578163134,326
1747578163235,226
1747578163287,1190
1747578163542,935
1747578163592,889
1747578163797,1646
1747578163847,1596
1747578163899,1543
1747578163950,2036
1747578164001,1442
1747578164153,1833
1747578164255,1187
1747578164563,1423
1747578164614,2189
1747578164767,2901
1747578164817,1987
1747578164971,1015
1747578165123,1680
1747578165174,2488
1747578165226,760
1747578165277,1527
1747578165328,1476
1747578165430,556
1747578165530,3047
1747578165582,2080
1747578165684,1986
1747578165837,2731
1747578165888,1776
1747578165939,2629
1747578166040,2528
1747578166143,2426
1747578166194,3233
1747578166245,2332
1747578166448,2980
1747578166500,2931
1747578166601,2827
1747578166652,2769
1747578166906,4245
1747578167009,3320
1747578167213,3116
1747578167570,3581
1747578167621,3530
1747578167724,4039
1747578167825,3938
1747578167877,3275
1747578167929,3831
1747578168082,3681
1747578168286,3477
1747578168797,4798
1747578169204,4391
1747578169307,4293
1747578169358,4237
1747578169409,3282
1747578169460,6029
1747578169511,5019
1747578169971,5519
1747578170073,5416
1747578170328,4201
1747578170429,6009
1747578170531,6855
1747578170735,5703
1747578170837,5607
1747578170940,5498
1747578171041,5397
1747578171297,6089
1747578171399,6947
1747578171450,5936
1747578171602,6742
1747578171909,7423
1747578172113,7219
1747578172163,7997
1747578172213,7119
1747578172316,7844
1747578172673,5671
1747578172876,8305
1747578173029,7135
1747578173080,7080
1747578173233,7948
1747578173284,6879
1747578173335,8838
1747578173386,7795
1747578173487,7694
1747578173589,7604
1747578173640,9486
1747578173742,8431
1747578173895,8280
1747578173946,8227
1747578174047,9076
1747578174353,8764
1747578174456,8660
1747578174507,7664
1747578174559,9557
1747578174661,9449
1747578174865,9245
1747578174916,9194
1747578174967,9143
1747578175120,9885
1747578175324,8791
1747578175628,10396
1747578175781,11175
1747578175832,10192
1747578175933,10093
1747578176086,9938
1747578176290,10670
1747578176341,9685
1747578176392,10563
1747578176545,11211
1747578176595,12122
1747578176647,11109
1747578176850,10907
1747578176902,11820
1747578176953,11769
1747578177055,11667
1747578177106,9849
1747578177157,10599
1747578177513,12159
1747578177717,11958
1747578177922,10795
1747578178177,11495
1747578178228,11444
1747578178386,12227
1747578178437,13161
1747578178744,13912
1747578178794,13862
1747578179202,12396
1747578179407,14235
1747578179509,14133
1747578179611,13046
1747578179815,13827
1747578179866,12795
1747578179917,12739
1747578180070,14415
1747578180222,15186
1747578180426,14059
1747578180478,14929
1747578180529,13956
1747578180734,13751
1747578180786,15589
1747578180888,13597
1747578181040,14375
1747578181193,14215
1747578181295,16031
1747578181346,15029
1747578181396,14990
1747578181448,15878
1747578181805,14581
1747578182010,15316
1747578182060,15266
1747578182366,15873
1747578182417,15823
1747578182468,16757
1747578182519,15720
1747578182621,15617
1747578182876,16351
1747578182926,15314
1747578182977,16249
1747578183240,16984
1747578183290,18037
1747578183342,16881
1747578183444,17883
1747578183649,16574
1747578183751,16472
1747578183801,16422
1747578184058,17269
1747578184108,16115
1747578184160,19098
1747578184261,17066
1747578184313,18955
1747578184517,17744
1747578184618,18640
1747578184670,18589
1747578184771,17487
1747578184823,18435
1747578184925,17333
1747578184976,17282
1747578185026,20206
1747578185127,19101
1747578185383,18844
1747578185484,18743
1747578185536,17732
1747578185637,18590
1747578185791,18436
1747578185944,18283
1747578186096,20043
1747578186197,20506
1747578186606,19532
1747578186809,19329
1747578186859,19280
1747578186911,18321
1747578187115,19587
1747578187167,19535
1747578187218,19484
1747578187371,20280
1747578187473,20179
1747578187524,20128
1747578187574,19128
1747578187626,20904
1747578187677,19975
1747578187778,19887
1747578187879,20651
1747578188083,21404
1747578188236,21257
1747578188390,20146
1747578188441,20090
1747578188492,20039
1747578188645,20848
1747578188747,22511
1747578188901,20586
1747578188951,21524
1747578189054,21421
1747578189258,21217
1747578189412,21063
1747578189463,21803
1747578189514,21752
1747578189667,20808
1747578189717,22421
1747578189921,22217
1747578190023,23143
1747578190073,23087
1747578190125,23035
1747578190175,22990
1747578190329,21808
1747578190380,21758
1747578190431,21707
1747578190481,22685
1747578190634,22526
1747578190736,23108
1747578190838,23015
1747578190939,22906
1747578190991,22852
1747578191246,21914
1747578191297,23469
1747578191398,21762
1747578191860,23759
1747578191962,23648
1747578192115,23505
1747578192217,24268
1747578192267,22498
1747578192370,23240
1747578192573,23037
1747578192624,22986
1747578192726,25665
1747578192776,24677
1747578192828,23657
1747578192879,24574
1747578192981,24472
1747578193032,25373
1747578193185,24268
1747578193236,23249
1747578193287,24161
1747578193337,25054
1747578193643,24748
1747578193846,24545
1747578193898,25295
1747578194153,25040
1747578194204,24992
1747578194508,26006
1747578194763,25419
1747578194814,25698
1747578194916,25598
1747578195068,25114
1747578195119,25065
1747578195273,24908
1747578195691,26436
1747578195741,25802
1747578195844,25699
1747578196099,25436
1747578196149,25978
1747578196200,25927
1747578196251,25284
1747578196354,25773
1747578196404,27476
1747578196608,25521
1747578196710,27169
1747578196760,27120
1747578196862,26002
1747578196913,25951
1747578196964,25900
1747578197167,25700
1747578197219,25645
1747578197270,26609
1747578197321,26559
1747578197524,27202
1747578197576,27150
1747578197728,26998
1747578197882,27638
1747578197984,27536
1747578198034,26693
1747578198239,25640
1747578198340,27921
1747578198391,27134
1747578198492,27769
1747578198544,27718
1747578198595,27666
1747578198748,27513
1747578198798,26722
1747578198850,28300
1747578198901,28250
1747578198952,27309
1747578199207,27054
1747578199308,28606
1747578199410,28500
1747578199512,29109
1747578199715,27446
1747578199766,28143
1747578200224,26927
1747578200325,29155
1747578200426,28196
1747578200579,28901
1747578200680,27942
1747578200834,28646
1747578201037,29460
1747578201089,28391
1747578201293,28187
1747578201598,29742
1747578201699,29641
1747578201904,29437
1747578201954,29392
1747578202006,30378
1747578202057,28441
1747578202210,30174
1747578202566,30609
1747578202668,31173
1747578202872,30303
1747578203127,29256
1747578203229,29947
1747578203281,30560
1747578203434,31177
1747578203586,31838
1747578203638,30973
1747578203740,30870
1747578203841,30770
1747578204200,30405
1747578204302,32092
1747578204455,30969
1747578204506,30918
1747578204607,31788
1747578204659,32249
1747578204710,31685
1747578204761,31633
1747578204913,31481
1747578204964,31430
1747578205015,30409
1747578205168,31225
1747578205219,30205
1747578205274,31634
1747578205478,31424
1747578205529,32236
1747578205580,32188
1747578205682,31220
1747578205835,31931
1747578205988,31778
1747578206141,32620
1747578206191,32569
1747578206294,33486
1747578206396,32365
1747578206446,32319
1747578206497,33283
1747578206600,32161
1747578206701,31064
1747578206802,33936
1747578206853,33880
1747578207007,33724
1747578207057,32724
1747578207160,32621
1747578207466,32314
1747578207976,33678
1747578208077,34626
1747578208230,34473
1747578208585,35907
1747578208790,35702
1747578208943,35550
1747578208994,34462
1747578209147,34309
1747578209351,34105
1747578209402,33301
1747578209657,34838
1747578209861,36320
1747578209963,35467
1747578210065,36116
1747578210217,35216
1747578210269,35160
1747578210370,35058
1747578210422,34070
1747578210524,36307
1747578210626,36205
1747578210677,36156
1747578210881,35298
1747578210983,35850
1747578211136,35043
1747578211187,34994
1747578211599,36075
1747578211700,35974
1747578211751,36718
1747578211802,35871
1747578211853,35822
1747578212057,35617
1747578212109,36361
1747578212313,37737
1747578212517,36713
1747578212669,36561
1747578212823,36407
1747578212874,36356
1747578212976,36257
1747578213129,36926
1747578213283,37781
1747578213537,37527
1747578213589,36466
1747578213640,38371
1747578213742,37322
1747578213894,38117
1747578213945,38063
1747578213996,38865
1747578214148,37862
1747578214199,38662
1747578214301,38566
1747578214505,38361
1747578214556,38306
1747578214606,38255
1747578214759,38110
1747578214861,39049
1747578215167,39862
1747578215218,38692
1747578215269,38648
1747578215320,38590
1747578215575,38335
1747578215626,39411
1747578215676,41068
1747578215778,39259
1747578215880,40064
1747578215931,40011
1747578215982,39960
1747578216084,38945
1747578216339,40406
1747578216593,40153
1747578216644,41202
1747578216797,41048
1747578216848,39897
1747578217256,40588
1747578217409,41297
1747578217511,41204
1747578217562,41144
1747578217715,41000
1747578218276,41217
1747578218583,42725
1747578218634,41647
1747578218685,42624
1747578218889,42420
1747578218991,41292
1747578219245,42064
1747578219449,42650
1747578219755,1
1747578220164,41144
1747578220317,41781
1747578220571,42295
1747578220673,42193
1747578220724,42141
1747578220775,43108
1747578220977,42906
1747578221028,41838
1747578221334,41531
1747578221487,1
1747578221538,41328
1747578221640,43388
1747578221742,42141
1747578221844,43183
1747578221895,41988
1747578222048,41836
1747578222150,42878
1747578222303,42725
1747578222354,42680
1747578222405,43245
1747578222507,42521
1747578222558,43092
1747578222609,1
1747578222711,1
1747578222762,4
1747578222918,43813
1747578223071,42580
1747578223173,42476
1747578223224,42427
1747578223275,42376
1747578223377,1
1747578223428,2
1747578223632,2
1747578223837,2
1747578223888,42839
1747578223939,43641
1747578224041,42688
1747578224194,42534
1747578224296,42431
1747578224603,42977
1747578224654,3
1747578224705,42874
1747578224756,43627
1747578224909,42670
1747578224960,42620
1747578225011,42568
1747578225113,42467
1747578225164,1
1747578225266,1
1747578225368,1
1747578225622,43566
1747578225673,43514
1747578225826,42557
1747578225877,42506
1747578226030,2
1747578226284,42904
1747578226386,42801
1747578226590,42598
1747578226845,2
1747578226998,1
1747578227100,2
1747578227202,43572
1747578227253,43521
1747578227355,42442
1747578227508,42286
1747578227661,2
1747578227814,42963
1747578228018,42757
1747578228120,42655
1747578228375,3
1747578228426,1
1747578228477,1
1747578228528,3
1747578228731,43777
1747578228781,43730
1747578228832,42892
1747578229189,3
1747578229240,2
1747578229342,42382
1747578229444,2
1747578229803,43625
1747578229854,42657
1747578229956,2
1747578230007,5
1747578230160,1
1747578230415,43016
1747578230566,43995
1747578230922,1
1747578231432,43806
1747578231636,43602
1747578231687,42874
1747578231738,42835
1747578231942,1
1747578232044,1
1747578232146,1
1747578232197,1
1747578232451,42787
1747578232502,43813
1747578232604,42635
1747578232655,43660
1747578233114,1
1747578233216,43972
1747578233420,42903
1747578233522,42794
1747578233624,42691
1747578233675,1
1747578233726,1
1747578233828,43359
1747578234032,43968
1747578234338,4
1747578234389,1
1747578234440,2
1747578234950,43051
1747578235103,1
1747578235154,3
1747578235205,1
1747578235307,1
1747578235458,43407
1747578235610,43255
1747578235713,43152
1747578235764,43871
1747578235866,42999
1747578236019,1
1747578236172,1
1747578236478,44225
1747578236887,43817
1747578236938,43765
1747578237041,44687
1747578237092,44634
1747578237194,44535
1747578237245,43458
1747578237296,43408
1747578237449,1
1747578237500,1
1747578237704,44021
1747578237755,42948
1747578237806,43923
1747578238010,44378
1747578238061,43663
1747578238265,1
1747578238316,1
1747578238468,2
1747578238519,2
1747578238672,1
1747578238774,43614
1747578238876,43510
1747578239131,43256
1747578239233,1
1747578239437,1
1747578239590,43820
1747578239641,1
1747578239743,1
1747578239844,43559
1747578239947,44304
1747578239998,43412
1747578240510,1
1747578240612,43639
1747578240714,43536
1747578240765,44465
1747578240816,43426
1747578240867,43375
1747578241070,44160
1747578241172,1
1747578241326,1
1747578241530,1
1747578241582,43648
1747578241633,43597
1747578241684,43546
1747578241788,43441
1747578241838,44474
1747578242092,2
1747578242143,2
1747578242500,1
1747578242551,1
1747578242602,1
1747578242653,42576
1747578242704,42526
1747578243010,43303
1747578243061,44431
1747578243214,2
1747578243265,2
1747578243316,2
1747578243671,44960
1747578243824,44807
1747578243978,3
1747578244029,2
1747578244131,4
1747578244182,1
1747578244386,43106
1747578244845,44685
1747578245049,3
1747578245100,1
1747578245354,2
1747578245459,44071
1747578245561,44959
1747578245970,1
1747578246021,1
1747578246225,44294
1747578246327,45009
1747578246429,44090
1747578246685,2
1747578247042,45000
1747578247245,44802
1747578247296,44039
1747578247602,1
1747578247704,45009
1747578247857,44186
1747578247908,44134
1747578248011,44700
1747578248113,43929
1747578248164,3
1747578248317,1
1747578248368,43674
1747578248419,1
1747578248470,43572
1747578248673,44038
1747578248826,43886
1747578248928,2
1747578249233,43478
1747578249386,43972
1747578249437,44984
1747578249692,1
1747578249794,1
1747578249845,1
1747578249947,1
1747578250002,3
1747578250104,45212
1747578250257,45060
1747578250308,45008
1747578250461,43960
1747578250512,43910
1747578250614,1
1747578250716,1
1747578250767,2
1747578250818,2
1747578250920,1
1747578251022,1
1747578251175,45070
1747578251226,44090
1747578251379,44866
1747578251430,43887
1747578251481,43836
1747578251583,1
1747578251685,2
1747578251736,1
1747578251787,1
1747578251940,43377
1747578251991,44255
1747578252041,44207
1747578252193,44053
1747578252396,44848
1747578252498,2
1747578252549,2
1747578252651,2
1747578253160,44752
1747578253211,44033
1747578253262,43982
1747578253364,4
1747578253517,1
1747578253670,2
1747578253924,43988
1747578254230,43684
1747578254281,43631
1747578254434,2
1747578254638,1
1747578254740,1
1747578254791,1
1747578254944,1
1747578255097,44451
1747578255352,43428
1747578255402,44141
1747578255810,43733
1747578255912,42865
1747578255962,43581
1747578256115,43429
1747578256166,43378
1747578256370,2
1747578256727,42816
1747578257032,43637
1747578257236,1
1747578257287,9
1747578257440,1
1747578257491,1
1747578257542,1
1747578257695,2
1747578257746,42923
1747578257849,43634
1747578257900,43586
1747578258053,44241
1747578258104,44180
1747578258206,43277
1747578258411,3
1747578258462,2
1747578258564,1
1747578258717,43577
1747578258768,44566
1747578258819,44515
1747578259125,43159
1747578259432,1
1747578259534,43801
1747578259737,43597
1747578259839,43497
1747578260145,1
1747578260399,44835
1747578260705,43673
1747578260756,1
1747578260807,1
1747578260858,2
1747578260960,1
1747578261062,1
1747578261316,43918
1747578261367,43868
1747578261469,43765
1747578261520,43715
1747578261572,44482
1747578261674,44378
1747578261776,2
1747578261827,2
1747578262133,44791
1747578262235,43816
1747578262286,43766
1747578262745,2
1747578262796,2
1747578263052,43872
1747578263154,44861
1747578263460,1
1747578263766,43158
1747578263868,1
1747578263919,44943
1747578264021,43989
1747578264123,43886
1747578264429,1
1747578264531,1
1747578264582,3
1747578264684,1
1747578264889,43120
1747578264991,1
1747578265042,43816
1747578265093,43766
1747578265398,43465
1747578265449,44249
1747578265755,44765
1747578265806,44714
1747578265908,43790
1747578265959,44561
1747578266317,2
1747578266623,43897
1747578266827,43693
1747578266878,43642
1747578267031,44580
1747578267082,43438
1747578267286,2
1747578267592,44026
1747578267745,44547
1747578267847,43763
1747578267898,43712
1747578267949,44350
1747578268000,44292
1747578268051,1
1747578268153,1
1747578268459,43833
1747578268561,43731
1747578268714,44494
1747578268969,3
1747578269173,43119
1747578269683,1
1747578269836,44389
1747578269938,45079
1747578270091,44134
1747578270142,44875
1747578270295,2
1747578270448,4
1747578270601,3
1747578270652,43573
1747578271213,6
1747578271366,1
1747578271417,1
1747578271826,44166
1747578271928,44069
1747578271979,45195
1747578272081,2
1747578272285,1
1747578272540,44634
1747578272642,44532
1747578272744,45236
1747578272795,44379
1747578273050,1
1747578273203,1
1747578273254,43920
1747578273407,2
1747578273508,45477
1747578273814,45170
1747578273967,2
1747578274070,1
1747578274427,44557
1747578274478,44507
1747578274529,1
1747578274681,44306
1747578274835,44149
1747578274886,45186
1747578274937,44047
1747578275090,2
1747578275192,2
1747578275243,44830
1747578275447,44626
1747578275600,44472
1747578275753,1
1747578275906,1
1747578276262,43811
1747578276364,46045
1747578276466,44772
1747578276517,45892
1747578276568,44674
1747578276721,44521
1747578276772,1
1747578276874,2
1747578277231,46226
1747578277282,46171
1747578277435,46018
1747578277486,44924
1747578277537,45920
1747578277639,1
1747578277690,1
1747578277741,1
1747578277996,44432
1747578278098,46344
1747578278506,1
1747578278659,1
1747578278710,3
1747578278812,3
1747578278914,46418
1747578279118,45324
1747578279322,45120
1747578279475,2
1747578279526,44916
1747578279576,2
1747578279780,45553
1747578279882,46330
1747578279984,45347
1747578280086,2
1747578280137,1
1747578280290,1
1747578280392,2
1747578280647,44685
1747578280698,1
1747578281004,46156
1747578281107,46053
1747578281464,1
1747578281668,3
1747578281770,45390
1747578281821,45338
1747578281923,46261
1747578281974,46210
1747578282127,45047
1747578282331,2
1747578282484,46517
1747578282637,45547
1747578282790,45394
1747578283198,2
1747578283351,1
1747578283402,44782
1747578283453,45548
1747578283504,46285
1747578283657,45345
1747578283709,45293
1747578283963,1
1747578284116,1
1747578284167,1
1747578284218,2
1747578284524,46437
1747578284677,46285
1747578284728,45061
1747578284779,2
1747578284881,1
1747578285289,46423
1747578285493,45469
1747578285544,46168
1747578285646,46066
1747578285697,1
1747578286105,1
1747578286309,45403
1747578286360,46445
1747578286411,46394
1747578286513,46292
1747578286615,45097
1747578286666,46136
1747578286717,1
1747578286768,1
1747578286870,1
1747578286972,1
1747578287380,2
1747578287584,45218
1747578287686,45120
1747578287788,46079
1747578287992,7
1747578288043,3
1747578288145,1
1747578288196,4
1747578288298,1
1747578288451,44355
1747578288551,1
1747578288703,46048
1747578288907,45845
1747578288957,45799
1747578289008,44865
1747578289314,2
1747578289416,2
1747578289467,2
1747578289570,45186
1747578289774,45936
1747578289927,44825
1747578290029,1
1747578290080,4
1747578290488,1
1747578290742,44967
1747578290844,44866
1747578290997,2
1747578291049,1
1747578291202,45472
1747578291253,1
1747578291456,45219
1747578291558,45117
1747578291710,45633
1747578291761,45579
1747578292169,45171
1747578292271,45069
1747578292424,44918
1747578292475,44865
1747578292577,2
1747578292628,1
1747578292932,45367
1747578292983,45316
1747578293033,45266
1747578293084,45215
1747578293186,46115
1747578293594,45707
1747578293696,46880
1747578293798,46779
1747578294002,1
1747578294104,1
1747578294155,1
1747578294257,45044
1747578294308,2
1747578294461,46676
1747578294512,46065
1747578294665,45915
1747578294767,46370
1747578294818,46319
1747578294920,2
1747578295382,45756
1747578295433,45704
1747578295688,46427
1747578295739,1
1747578295790,1
1747578295943,5
1747578296148,1
1747578296251,45864
1747578296301,46639
1747578296403,45712
1747578296658,46283
1747578296811,2
1747578296862,1
1747578296913,2
1747578296964,2
1747578297066,1
1747578297169,45771
1747578297220,44894
1747578297322,46822
1747578297475,46667
1747578297525,45416
1747578297576,46566
1747578297627,45313
1747578297678,1
1747578297729,1
1747578297780,1
1747578297882,45058
1747578297984,47150
1747578298086,46061
1747578298137,46006
1747578298341,46793
1747578298392,1
1747578298545,2
1747578298698,2
1747578298801,46333
1747578298953,47163
1747578299055,46079
1747578299106,46028
1747578299157,46960
1747578299259,45875
1747578299310,2
1747578299361,1
1747578299412,2
1747578299463,45670
1747578299971,47111
1747578300022,1
1747578300124,1
1747578300226,1
1747578300328,1
1747578300532,45585
1747578300583,1
1747578300635,2
1747578300838,46250
1747578300991,46829
1747578301093,46733
1747578301144,2
1747578301195,1
1747578301297,4
1747578301399,45685
1747578301552,47211
1747578301705,46115
1747578301807,46013
1747578301858,45963
1747578302367,47286
1747578302775,1
1747578302826,1
1747578302877,2
1747578302928,1
1747578303132,1
1747578303183,45579
1747578303335,45427
1747578303436,46217
1747578303589,46064
1747578303691,45961
1747578304099,1
1747578304252,1
1747578304713,45773
1747578304764,46955
1747578305223,45263
1747578305274,47531
1747578305325,47481
1747578305783,1
1747578305885,1
1747578305987,2
1747578306038,45680
1747578306345,46468
1747578306396,46410
1747578306447,47085
1747578306498,47034
1747578306549,1
1747578306906,45900
1747578307008,47347
1747578307212,46320
1747578307314,46220
1747578307416,1
1747578307926,45605
1747578308128,46227
1747578308179,46176
1747578308281,46073
1747578308536,2
1747578308587,2
1747578308791,2
1747578308842,2
1747578308943,47720
1747578309045,47618
1747578309146,46349
1747578309197,46298
1747578309299,47364
1747578309401,1
1747578309452,2
1747578309858,47747
1747578310164,47441
1747578310267,1
1747578310318,4
1747578310369,2
1747578310879,46725
1747578310930,46675
1747578310981,2
1747578311032,2
1747578311185,1
1747578311237,1
1747578311338,1
1747578311440,2
1747578311542,3
1747578311593,47212
1747578311847,46952
1747578311898,46901
1747578312052,47801
1747578312154,1
1747578312205,5
1747578312307,47549
1747578312358,47495
1747578312460,48097
1747578312511,48046
1747578312613,47241
1747578312715,47141
1747578312766,47087
1747578312868,7
1747578312970,3
1747578313123,2
1747578313225,47332
1747578313328,47229
1747578313481,47903
1747578313685,1
1747578313736,2
1747578313889,1
1747578313991,3
1747578314144,2
1747578314195,1
1747578314552,48050
1747578314603,47999
1747578314654,46730
1747578314807,2
1747578314858,2
1747578315113,48678
1747578315317,47285
1747578315725,2
1747578315827,2
1747578316030,47763
1747578316081,48883
1747578316182,48782
1747578316845,2
1747578316896,1
1747578316998,2
1747578317049,46742
1747578317257,47714
1747578317308,47656
1747578317512,48520
1747578317665,2
1747578317716,5
1747578317869,1
1747578317920,48112
1747578318073,49160
1747578318328,48905
1747578318379,47654
1747578318430,3
1747578318583,5
1747578319094,48980
1747578319145,48929
1747578319196,48038
1747578319298,47936
1747578319400,47834
1747578319451,3
1747578319706,1
1747578319757,1
1747578319808,4
1747578319859,1
1747578320063,1
1747578320369,47705
1747578320471,47603
1747578320522,48381
1747578320624,2
1747578320777,2
1747578320930,17
1747578321084,5
1747578321135,2
1747578321238,47665
1747578321441,48300
1747578321645,1
1747578321900,1
1747578321951,4
1747578322002,2
1747578322206,2
1747578322511,48190
1747578322613,47129
1747578322664,47078
1747578322817,2
1747578322868,2
1747578322919,1
1747578323021,4
1747578323174,1
1747578323631,48144
1747578323733,48043
1747578323835,46866
1747578323886,1
1747578323937,2
1747578324192,2
1747578324294,46407
1747578324345,3
1747578324447,47329
1747578324498,47278
1747578324601,48259
1747578324702,47073
1747578324753,47023
1747578324854,48008
1747578325262,2
1747578325313,46463
1747578325465,47396
1747578325668,47193
1747578325719,47142
1747578325770,48004
1747578325872,2
1747578325923,1
1747578326025,2
1747578326178,2
1747578326380,47389
1747578326787,2
1747578326838,5
1747578326889,1
1747578327195,48761
1747578327245,47529
1747578327347,48609
1747578327449,48507
1747578327705,1
1747578327807,1
1747578328062,46712
1747578328164,46610
1747578328266,48262
1747578328519,47439
1747578328621,1
1747578328825,2
1747578328927,47600
1747578329079,48309
1747578329130,47398
1747578329181,48217
1747578329232,48156
1747578329334,48066
1747578329691,1
1747578329793,46734
1747578329845,48706
1747578329896,47504
1747578329998,47390
1747578330049,48500
1747578330253,3
1747578330406,1
1747578330508,2
1747578330610,1
1747578331171,48375
1747578331273,47276
1747578331324,47226
1747578331375,48171
1747578331579,1
1747578331681,2
1747578331731,47815
1747578331885,48864
1747578332038,47508
1747578332089,47457
1747578332191,4
1747578332242,2
1747578332344,2
1747578332446,2
1747578332599,1
1747578332650,46896
1747578332855,48769
1747578332906,48718
1747578332957,48665
1747578333008,47741
1747578333110,47639
1747578333161,48463
1747578333313,2
1747578333415,5
1747578333874,46874
1747578333976,48908
1747578334077,48807
1747578334179,48719
1747578334229,48654
1747578334280,47344
1747578334433,2
1747578334484,2
1747578334535,3
1747578334637,46985
1747578334739,46885
1747578334841,48042
1747578334892,47992
1747578334943,47955
1747578334994,47890
1747578335096,47788
1747578335351,2
1747578335504,3
1747578335606,2
1747578335759,49352
1747578335963,49154
1747578336116,48995
1747578336167,47923
1747578336218,2
1747578336269,2
1747578336422,2
1747578336931,48180
1747578337287,2
1747578337338,47774
1747578337592,48725
1747578337694,49790
1747578337898,2
1747578338000,2
1747578338102,5
1747578338152,5
1747578338254,48063
1747578338306,49177
1747578338510,48974
1747578338561,48922
1747578338612,49711
1747578338764,3
1747578338815,1
1747578338866,2
1747578339019,2
1747578339070,2
1747578339172,3
1747578339477,49893
1747578339834,2
1747578339936,1
1747578340396,1
1747578340498,2
1747578340549,47777
1747578340650,48725
1747578340854,48516
1747578341008,48362
1747578341059,1
1747578341109,2
1747578341210,49162
1747578341312,49067
1747578341363,49009
1747578341414,50011
1747578341567,48805
1747578341618,48754
1747578341822,3
1747578341873,1
1747578341924,2
1747578342026,49400
1747578342178,49248
1747578342382,50098
1747578342790,2
1747578342892,48534
1747578342943,49537
1747578343249,50467
1747578343300,50424
1747578343350,50374
1747578343401,5
1747578343554,2
1747578343656,2
1747578343962,2
1747578344013,2
1747578344064,2
1747578344269,50358
1747578344371,50256
1747578344422,49295
1747578344524,49200
1747578344575,49141
1747578344728,3
1747578344830,2
1747578344932,3
1747578344983,48733
1747578345136,48580
1747578345340,49287
1747578345391,50076
1747578345594,2
1747578345696,3
1747578345747,2
1747578345798,2
1747578346002,2
1747578346053,48574
1747578346155,49312
1747578346206,49261
1747578346256,50126
1747578346510,49872
1747578346612,3
1747578346663,2
1747578346714,4
1747578346765,1
1747578346969,2
1747578347020,2
1747578347071,48396
1747578347173,49209
1747578347275,49820
1747578347427,48955
1747578347528,48854
1747578347683,3
1747578347785,1
1747578347886,49222
1747578347988,49104
1747578348038,49945
1747578348089,49018
1747578348293,48798
1747578348447,1
1747578348548,3
1747578348650,4
1747578348803,49181
1747578349058,48926
1747578349515,49404
1747578349566,3
1747578349617,2
1747578349769,49150
1747578349872,49048
1747578349974,49685
1747578350127,2
1747578350178,2
1747578350229,2
1747578350331,4
1747578350484,2
1747578350738,49762
1747578350992,2
1747578351247,2
1747578351502,2
1747578351604,2
1747578351655,48004
